texto,sentimiento,score,insight
@grok que tan real es lo que el studio dice o es como siempre pasa con una tecnologia nueva que salen estudios diciendo lo brutos que nos vuelve usarla,negativo,-0.923,sin categoría
"Soy Lider Tecnico en IT y he visto cómo los desarrolladores nuevos no saben hacer nada sin la ayuda de IA, es terrible, porque la IA tampoco lo hace bien.",negativo,-0.986,sin categoría
"A mi sí me preocupa y mucho,.hace ya tiempo perdí la capacidad de escribir a mano, aparte de que la letra me queda fea me da inseguridad. Esto se debe a que el procesador de texto corrige por mi y ya no tengo que pensar o recordar reglas ortográficas.",negativo,-0.974,sin categoría
"@grok esto es cierto? 

Ah perdón me confundí de red social",neutro,0.738,sin categoría
"¡Qué curioso!, a mí me pasa justo lo contrario: desde que uso ChatGPT, entiendo y retengo mucho más.
Pero claro, es más fácil asustarse que aprender.

Comentario redactado con ChatGPT :P",neutro,0.699,Aprendizaje
Hace unos días les dije a  amigos: Vamos a tener una Lobotomía Digital,neutro,0.855,sin categoría
Tambien me fastidia ver la gente preguntandole a Grok si algo es verdad en vez de verificar por si mismos en Google y leerse un par de opiniones o discusiones.,negativo,-0.957,sin categoría
"""Aparentemente"". May buen punto...",neutro,0.507,sin categoría
"Hay gente que luego se pone a defender que algo es real, aun cuando más de 100 personas en comentarios le señalan que es AI.",negativo,-0.902,sin categoría
"Algo parecido le pasa. A china, corea, japon y taiwan. Que la generacion que nacio con celulares del 2000 en adelante, no saben la hora de un reloj otros no saben escribir algunos caracteres otros no saben escribir solo leer y usar el teclado y el celular..",negativo,-0.878,sin categoría
"Soy matemático uso la IA mas de un año y logré generar dinero usandola, sin embargo ya no imagino una vida sin IA logro hacer cosas en minutos que antes me tomaba horas, pero mis 5 años de estudio sin IA son indispensable para supervisar lo que hace que aveces si se equivoca",neutro,0.724,sin categoría
"Yo les recomiendo escribir todas sus ideas a mano, pensar en los temas que van a trabajar, escriban mucho que eso les ayuda",positivo,0.814,sin categoría
"Yo solo utilizo esas herramientas como soporte de investigación y un apoyo para debatir ideas críticas.

Me gusta hacer el trabajo yo.",positivo,0.902,sin categoría
Me encantan estos videos.,positivo,0.955,sin categoría
"Eso pasa cuando no tomas chat GPT cómo un maestro de aprendizaje, solo la  gente lo toma como un esclavo de que me haga todo y yo no indagó lo que la IA me está informando.",negativo,-0.882,sin categoría
"Esto ya pasa en China y no es por ChatGPT. Gracias a las computadoras y teléfonos, se hace mas fácil escribir mandarín (es un idioma complejo por su enorme cantidad de caracteres). Pues resulta que si pones a escribir a los chinos en papel y lápiz, muchos no saben como se escriben ciertos caracteres.",negativo,-0.721,sin categoría
"Si Freddy, lamentablemente este proceso no podrá ser detenido.
Estamos en presencia de la agonía del humano como ser pensante, y mientras queden 1 de cada 50 personas que realmente piensen, se irá deteriorando la masa de humanidad.

Ya no hay vuelta atrás.",negativo,-0.966,sin categoría
"la diferencia esta en la cantidad de horas que le hechas, si demoras 100 horas de escribir 1 libro, debes igual meterle 100 hrs con AI, vas a ser superior con esas 100 de AI,  el problema es cuando te haces 1 hr lo que deberias hacer en 100",negativo,-0.557,sin categoría
"de hecho yo creo que es un reto que como humanidad debemos integrar. La ia es como un arma de doble filo, ciertamente existe el peligro de volverte perezoso mentalmente y que te ""robe"" ru esncia y creatividad, pero tabien esta la potencialidad de usarlo como herramienta, el prompt ""es el nuevo pincel"" antes de preguntarle algo, hay una chispa interior, curiosidad, intencion, las cuales generan un prompt que abre muchas posibilidades, las cuales luego tambien que analizar, intervenir y dotar de alma, en este sentido seri auna herramienta que agilizaria mucho la creatividad, personalmente me he esentado a dialogar y filosofar ocn chatgpt y su gran versatilidad ha corroborado muchas d emis intuiciones filosoficas, nombrando me autores que van por mi misma linea, hablando de filosofos, de cienci ade matematicas, en otras palabras loq ue mehubiera otmado meses leyendo distintos  libros, pude captar la esencia o carnecita en una sola noche. En este caso creo que  para estas cosas las uso con conciencia, pero en el caso de estudiantes que solo quieren librarse de la tarea si puede ser contraproducente porque copian y oegan....creo que el truco esta en ponerla alma a todo lo que hagas, al prompt, a examinar etc",neutro,0.501,Razonamiento
"Gusto de los videos que comparte, sin embargo, noto que este en específico tuvo una baja preparación. Considero importante considerar para los próximos. El nivel de investigación no fue el más adecuado y, aunque el objeto fue dar a conocer una situación actual, pienso que debe tratarse con más cuidado.
Gracias por el vídeo, claramente no todos pueden ser los mejores.",neutro,0.505,sin categoría
"Jajaja me gusto la promoción de platzi en el video, cómico y retro.",positivo,0.97,sin categoría
cuando empieza el ciberday?,neutro,0.891,sin categoría
"7:45 ya no me vendas tus cursos Freddy, ya no puedo más  ",negativo,-0.945,sin categoría
1:00 jajajaj te ame,positivo,0.824,sin categoría
"Si uno puede usarlo pero no como desarrollo profesional y el todo, leer es importante ",neutro,0.52,sin categoría
8:44 y si ya casi no layemos y solo consumimos contenido !,neutro,0.701,sin categoría
"El riesgo real

No es tanto que la IA sea inteligente, sino que nos volvamos pasivos. Si dejamos de hacernos preguntas o de ejercitar el pensamiento por comodidad, entonces sí, la IA puede opacar la inteligencia humana.",negativo,-0.816,sin categoría
¿el link del estudio?,neutro,0.899,sin categoría
"13:20 que google dice, que es esto, 2018? 

La ortorexia es un trastorno alimentario caracterizado por una obsesión patológica por comer ""comida saludable"". A diferencia de otros trastornos como la anorexia o la bulimia, que se centran más en la cantidad de comida o el peso corporal, la ortorexia gira en torno a la calidad y ""pureza"" de los alimentos.

Características clave:

Obsesión por alimentos orgánicos, naturales, sin aditivos, sin azúcares, sin grasas, etc.

Evitación estricta de comidas que se consideran ""no saludables"".

Rechazo a comer lo que otros preparan por temor a que no cumpla con sus estándares.

Planificación excesiva de comidas, lectura compulsiva de etiquetas o ingredientes.

Sentimientos de culpa o ansiedad si se come algo que no entra en su ""régimen ideal"".

Autoestima ligada a la percepción de comer ""limpio"" o ""puro"".


Consecuencias:

Físicas: puede haber deficiencias nutricionales si se eliminan demasiados grupos de alimentos.

Sociales: aislamiento por no compartir comidas con otros o evitar eventos sociales.

Psicológicas: ansiedad, rigidez mental, culpa intensa y, en casos graves, deterioro de la salud mental.


Importante:

Aunque cuidar lo que se come es saludable, la ortorexia comienza cuando ese cuidado se convierte en una obsesión que interfiere con la vida diaria y el bienestar general.

No está oficialmente clasificada en el DSM-5 (manual diagnóstico de trastornos mentales), pero muchos profesionales la consideran un trastorno en expansión, especialmente con el auge del culto a la ""vida saludable"" en redes sociales.",negativo,-0.65,Razonamiento
Yo comencé a hacer journaling por recomendación misma de chatgpt,neutro,0.881,sin categoría
"no escribo para publicar una idea, escribo para tener idea...Rodrigo Lury",neutro,0.759,sin categoría
"yo escribo mi idea ""genial"" , luego me siento  a conversar con mi ia favorita y luego vamos trabajando juntos en la idea , busco el lado malo y el bueno",positivo,0.648,sin categoría
"Cómo ponerse de acuerdo en este mundo cuando los criterios son tan diferentes, Freddy? Me intriga",negativo,-0.507,Razonamiento
"Lo mismo que fué la calculadora, la grabadora y así por el estilo. Lo importante es no abusar",neutro,0.83,sin categoría
"Este ""problema"" no es nuevo, lo mismo la pasa a la gente con empleados. Empiezan a despender de ellos.",negativo,-0.96,sin categoría
Yo actualmente estoy leyendo mucho y buenos libros. El leer me ayudado a enfocarme mucho mejor y usar IA lo uso solo en lo esencial que es programar.,positivo,0.907,sin categoría
@grok este video tiene sentido?,neutro,0.841,sin categoría
"ChatGPT al menos a mi me ha hecho leer más, me ha servido como una herramienta para comparar y contrastar libros y autores, para formar relaciones entre historias y explorar géneros literarios de forma más guiada.",positivo,0.955,sin categoría
"Es bueno pedir resumir textos largos solo para mejorar una redacción propia, si uno sabe y confía que es bueno en comprensión lectora",positivo,0.78,Comprensión del lenguaje
"El cerebro es un músculo como los otros que poseemos. Si no lo ejercitas,  va perdiendo sus funciones. De cada uno depende como desea que funcione en los siguientes 50 años. El nobel de física 2024 Geofrey Hinton y padrino de la IA en una frase dice todo lo que debemos seguir aprendiendo: ""El cerebro tiene unos diez mil parámetros por cada segundo de experiencia. En realidad, no tenemos mucha experiencia sobre cómo funcionan estos sistemas ni sobre cómo lograr que sean tan eficaces para encontrar la estructura en los datos."" O lo ejercitas o la cantidad de parámetros/seg disminuirán.",neutro,0.496,sin categoría
"cierta vez pagué 1 año entero de Platzi, y nunca hice ni un curso....",negativo,-0.68,sin categoría
Yo estoy leyendo más porque compré kindle. Fredy recomienda más libros ,positivo,0.624,sin categoría
importante esta informacion llegue a mas gente,neutro,0.695,sin categoría
"Yo no tengo acceso a Chatgpt pro, entonces no me da textos tan pro, y personalmente no quedó tan convencido de lo que me da y también me gusta plasmar mis ideas y visiones, entonces si plasmó mis líneas...",neutro,0.63,sin categoría
"La verdad no pude hacer la división,  trate de simplificar anulando términos comunes pero luego quedó en decimal y estuvo complicado... aunque no entendí si buscaba precisión en exactitud o truncado. Porque es irracional... así que fácil como que muy fácil no está ",negativo,-0.79,sin categoría
Dios mío que video tan bueno!!!!,positivo,0.958,sin categoría
"La verdad que buen punto, necesitamos usar mas nuestro cerebro y llevarlo al límite para creer.",positivo,0.872,sin categoría
Bueno también dígale al trabajos como en México donde te piden pura basura que ni revisan y donde los trabajos son generales sib ser precisos,negativo,-0.942,sin categoría
Yo solo lo uso cuando tengo preguntas existenciales:  en temas académicos no.,neutro,0.797,sin categoría
"antes de ver el video, a mi la IA generativa me ha potenciado en un 300% la inteligencia estos últimos años, la cantidad de cosas que he aprendido a hacer son increíbles",positivo,0.959,sin categoría
"Deberian dejar el estudio que usaron para hacer el video en la descripcion, no cuesta nada freddy tesla",negativo,-0.546,sin categoría
Tres cosas o no por Chat GPT es una herramienta no es el que lo hace todo segundo lo que él te regresa tienes que leerlo porque a veces viene con errores incluso ahí dice tercero no tiene todas las respuestas y a ti te toca corroborar la veracidad de lo que te responde,negativo,-0.57,sin categoría
buen video FFredy,positivo,0.873,sin categoría
"¿De verdad estamos perdiendo habilidades por usar IA, o solo cambiamos la forma de aprender? El debate está servido ",negativo,-0.852,Aprendizaje
1:04  comentario on point,neutro,0.516,sin categoría
"Lo mejor es no parar de aprender, voy a pagar la membresía de nuevo jeje ",positivo,0.951,Aprendizaje
En resumen primero tenemos que matar materia gris luego sino encontramos soluciones pedir soluciones a chatgpt ¿ahora bien que piensas de esto? yo estudio algo bastante complicado entonces con forme voy avanzando le pido a chatgpt que sirva de maestro o mentor que me indique mis fallas para mejorar mis habilidades luego las mejores entonces le vuelvo a decir que me de feeback para seguir mejorando. ,neutro,0.871,sin categoría
"interesante llevar el estudio a la histología neuronal, ver los cambios a nivel celular en la neurona, a largo plazo",neutro,0.65,sin categoría
esa metáfora es la zona de desarrollo próximo de vygotzki,neutro,0.855,sin categoría
"hola, si es un trabajo repetitivo que ya sabes como hacer lo puedes delegar a la IA SIN PROBLEMA , si el trabajo requiere que tu te centres en el lo puedes delegar a la IA SIN PROBLEMA , lo unico que después de terminarlo ESTUDIARLO.",neutro,0.726,sin categoría
"Cuanta razón en este video, personalmente estoy viviendo las consecuencias de depender tanto de la IA",negativo,-0.955,sin categoría
excelente video,neutro,0.441,sin categoría
"Gran revuelo con el ""vibe coding"" y ahora hasta el ""vibe designing"", por qué la resistencia al ""vibe writing""? ",negativo,-0.858,sin categoría
me entretuve con tu tatuaje que significa debian de linux ?,neutro,0.925,sin categoría
"estoy de a cuerdo con Freddy, pero lamentablemente estamos en presencia de un nacimiento de generación de torpes, la IA  como apoyo potencia las investigación y desarrollo, pero para quienes crean una dependencia de ello, sin entender el por que de las cosas, no ejercitara su lógica, análisis y razonamiento.",negativo,-0.956,Razonamiento
"No creen que esto de recomendar usar las IAs tiene que ver con el negocio futuro (no tan futuro) de los chips neuronales? Porque si seguimos así,solo los que tengan un chip implantado van a poder utilizar su cerebro,pero eso no significa que estemos mas desarrollados o evolucionados,porque va a ser el chip,y no nosotros,el que haga el trabajo,o tenga mas conocimientos sobre algo.
Yo creo que las personas van a hacer cola para ponerse los chips,desgraciadamente.
Con respecto a las IAs,yo las uso para que me expliquen algo que no entendí,y también para que me recomienden los mejores libros para los temas que me interesan; en eso son super útiles.",negativo,-0.742,sin categoría
Esos cursos de prompts son buenoooos. A mi me mejoraron la forma de sacarle el jugo a esas herramientas,positivo,0.974,sin categoría
"Son los más jóvenes que no tuvieron que estudiar sin chat gpt los principales afectados, veremos qué ventajas les dá por otro lado, por eso me gusta ser de mi generación, somos los que mayor y mejor provecho les estamos sacando a esto. 
Por otro lado, la culpa la tiene el exceso de trabajo al que nos someten. Por mí lo hago todo a mano y a conciencia, pero no cumplo los plazos y los jefes acosadores me estarían reportando. Así que si me exigen cantidad, le quito calidad, y le dejo todo al chat gpt, no voy a perder mi paz mental.",negativo,-0.606,sin categoría
"Que es lo único que todos los seres humanos podremos controlar a lo largo de nuestras vidas? 
*NADA MÁS QUE NUESTRA PROPIA VOLUNTAD. 
Cual será el motor reto que todos los seres humanos tendremos a lo largo de nuestras vidas? 
*NO MENTIRNOS O ENGAÑARNOS CONSTANTEMENTE, PARA ASI DAR UN PASITO MAS EN NUESTRAS VIDAS. 
",neutro,0.754,sin categoría
"Es verdad, antes de Gpt me esforzaba más y usaba mi cerebro, ahora todo me lo resuelve la AI y me e vuelto perezoso.",negativo,-0.67,sin categoría
"Un cordial saludo. Permitan compartir unas de mi metodologías que utilizo para trabajar con la IA para la elaboración de ensayos o textos. Siempre parto de un borrador, lo mejoro hasta el limite de mis capacidad, luego le doy al modelo un prompt con una serie de instrucciones para que actué de manera critica y pro activa según el resultado buscado y así me de unas versiones refinadas del texto, a partir de estas selecciono la mejor, ajusto y perfilo según mi óptica y vuelvo a compartir el texto a la IA hasta alcanzar un consenso. De no encontrarlo sigo iterando hasta llegar a ese punto, se requiere paciencia pero de esta sinergia surgen ideas emergentes nuevas que elevan la calidad de texto.  Luego busco esquematizar y con otro prompt el contenido y lo guardo en Obsidian para conectar lo aprendido con conocimiento previo y también para hacer luego repasos.",neutro,0.772,sin categoría
Excelente,neutro,0.478,sin categoría
"Yo no le pido a ChatGPT que me resuelva el problema, sino que me enseñe a resolverlo",neutro,0.726,sin categoría
"Lo de leer menos depende de tu nivel de prompt engineering, y tu curiosidad sobre el tema que discutes con una IA. Lo de no recordar lo que discutes ahm... Como consumidor de cannabis no me sucede eso osea que sucede con un tipo especial de usuarios?  Estarian graves esos que no recuerdan lo que discuten, se parecen a las personas que viven en pueblos y se ponen a discutir cosas sin sentido y ellos mismos se contrasicen... ",negativo,-0.824,sin categoría
"Pregunta, estoy escribiendo un libro y se que hay errores ortográficos y muchos uecos argumentales y esta bien pedir ayuda a chatgpt para corregir? Porque no quiero que me escriba todo el texto  que hice sino corregir errores grandes y mínimos para mejorar la escritura aparte estoy escalando poco a poco y no le pido chat escribeme todo el libro eso no",neutro,0.669,sin categoría
Es un sistema  que  distorsiona la realidad  no da ideas solo analiza tus palabras tiene filtros y cuidado con dejar tus pensamientos luego pueden vender tu informacion,negativo,-0.905,sin categoría
Ese cuadro del fondo no es de kurzgesagt?,neutro,0.664,sin categoría
Que le compren cursos que chatGpt lo esta quebrando dice.,negativo,-0.821,sin categoría
"A mi personalmente siento que gemini (si, gemini team) me ha hecho mas inteligente. El tema va en que uno tiene que relamente interactuar con la informacion, uno mandar y ser curioso, usar la IA para responderte preguntas que te sirven para entender algo que de donde lo lees no logras hacerlo. Cuando se trata para aprender ha sido de las mejores cosas que he tenido ya que puedo saber la razon altiro y con eso logro entender la logica de las cosas. 
Uno tiene que declarar lo que ""sabe"", sino nunca lo vas a saber.",positivo,0.817,Comprensión del lenguaje
"Este video me acordó al Fredy pro vacunas. Nos decían retrasados mentales o enajenados cognitivos a los que estábamos en contra de la vacuna, por que según los iluminados ""Las vacunas eran segura""..Pues hoy día se demostró que no. Es el problema de dar por cierta cosas que solo pueden ser validadas en el tiempo.",negativo,-0.941,sin categoría
"Estoy de acuerdo, IA te empeora en la capacidad de razonamiento. Tengo un año de utilizarla y me sorprende que he retrocedido en vez de avanzar. Estoy retomando la escritura y lectura por si misma y es duro, pero no pienso dejarlo, utilizar IA me hizo mal, si antes releía ahora es peor. Creeria que se puede utilizar, pero hay que moderar su uso, y para temas de razonamiento es mejor uno utilizar su cerebro, dejarle a ella cosas más mecánicas.",negativo,-0.901,Razonamiento
Yo solo usó Chatgpt para generar imágenes con IA de mis propias obras de anime mis propios personajes de Anime no lo llegó a usar mucho 1.hora y media máximo al día y pero usandolo cada 3  o 4 horas solo para generar imágenes y  soy exigente con Chatgpt porque a veces cosas que no coicide no lo veo Chatgpt para nada más quizás considere proba otras IA para ver cómo genera Imagenes,neutro,0.764,sin categoría
"Discrepo, me ha traído tantos beneficios, que en este sentido creo que se refieren más al que le da un uso básico sin saber el potencial que tiene. Además, no es el único modelo, puedo detectar errores fácilmente. 
Insisto, depende de la persona.",neutro,0.782,sin categoría
"7:46 min jajajajajajjaja Fredy y el team platzi se mamo con esta parte, me encanta jajajajajaj",positivo,0.847,sin categoría
0:55 JAJA el pfp del comentario,neutro,0.848,sin categoría
"Este tipo es el auténtico ""antes eras chévere...""",neutro,0.432,sin categoría
@grok is this true?,neutro,0.653,sin categoría
"Siempre tendré la duda de por qué Freddy no usa el artículo ""la"" al hablar de la IA jajaja.",negativo,-0.703,sin categoría
Yo le pido a la IA que me explique conceptos paso a paso & luego trato de escribirlo mientras trato de entender cada parte,neutro,0.882,Comprensión del lenguaje
"Hace unos días: hay que aprender IA lo más rápido posible e implementarla.
Hoy: razones para dejar de usarla.",neutro,0.735,Velocidad de procesamiento
El problema es que la mente humana se acostumbra rápido a lo facil entonces si vez que te hace más facil y rapido un trabajo lo vas a volver a repetir no se mientan ahora hay que aprender a poder utilizar de manera coherente la inteligencia artificial no para hacerlo todo sino más como una herramienta que nosotros vamos a utilizar para realizar precisamente cualquier actividad porque ya va a ser obligatorio en un futuro ya mil y un trabajo se ha visto que están pidiendo inteligencia artificial incluso en un trabajo que estoy haciendo actualmente me están exigiendo que tenga algo de conocimiento en inteligencia artificial y le están exigiendo a los trabajadores que aprendan a utilizarla,negativo,-0.858,Aprendizaje
Eso es como decir en los 80 que los PC y el internet Iban hacer lo mismo.,negativo,-0.782,sin categoría
buen video carajo,positivo,0.895,sin categoría
Eso se da con cualquier ia,neutro,0.734,sin categoría
"es que hay un error en llamarla ""inteligencia artificial"" por que no es  ""inteligencia"" es algoritmos.",negativo,-0.836,sin categoría
No voy a permitir  que me digan si mi canguro de apoyo emocional puede o no subir al avión ,negativo,-0.898,sin categoría
Alguien sabe ago del poster de atras que dice 2030 B Fredy Vega????,neutro,0.817,sin categoría
Escuchar un libro cuenta cómo leerlo? 9:04,neutro,0.873,sin categoría
El contexto. Hay que saber que se está haciendo porque la ia no mantiene el contexto tal cual como lo hace la mente humana y menos si vamos cambiando de temas y de herramientas entre tareas.,negativo,-0.929,sin categoría
"jajajaj cuando dijo no te vayas a tik tok , yo ya estaba en tik tok",neutro,0.774,sin categoría
"Este video no tiene nada que ver con los demás, es un soliloquio de ayuda porque se está proyectando. El señor del video usa muchísimo el chatgpt y empezó a ver que otras áreas empezaron a disminuir, culpó a algo externo y luego fue a buscar un estudio que corroborara eso. Todos sabemos que hay estudios que corroboran cualquier tesis. Y listo, no hay más.",neutro,0.757,sin categoría
Resumen la IA posiblemente deteriora tu capacidad de retener información a largo plazo y al final te quieren vender un curso.,negativo,-0.963,Memoria
"Era super obvio y 100% anticipable que delegar nuestro ejercicio de razonamiento a la IA (o incluso a otra persona) solo iba a atrofiarnos el cerebro. Como ha pasado con las calculadoras y otras ayudas. Como ha pasado con la pérdida de capacidades físicas en relación al excesivo uso de motores para todo.
Si quieren a sus hijos no dejen que la IA los vuelva flojos e idiotas. Que hagan su tarea solitos o con asesoría de un tutor uno de cuyos deberes sería asegurarse de que el estudiante haga su propio esfuerzo atraves de pistas, en lugar de darle la solución total. Enseñarle a resolver por sí mismo, no solo a preguntar la solución.",negativo,-0.905,sin categoría
"Creo que estás usando mal al decir ""Cuando la gente escribe con ChatGPT"" bajo mi percepción eso no merece la frase ""cuando la gente escribe"". Eso no es escribir",negativo,-0.903,sin categoría
"Yo he notado que postChatGPT, me fío menos de mi propio criterio.

Luego dejo de usarlo, y no lo noto otra vez.",negativo,-0.82,Razonamiento
Esas imágenes con cohetes  y gente tirada como pesada por estos días jajaja,negativo,-0.941,sin categoría
Hay que reducirlo por que el flujo de caja en Platzi está bajando… la gente está cuestionándose si pagar el ChatGPT PRO o 10x la suscripción de Platzi. ,negativo,-0.797,sin categoría
8:50 mas libros me dio mas tiempo !!,neutro,0.638,sin categoría
"onceavo mandamiento para la humanidad del futuro. ""Protegerás los difícil que es pensar"" Fredy Vega 2025.",neutro,0.496,sin categoría
La frase más importante de este video: ESCRIBIR ES PENSAR,positivo,0.645,sin categoría
"Entre más inteligente eres, más absurda se vuelve la realidad. Es más divertido respirar que pensar.",negativo,-0.484,sin categoría
@Grooook ¿esto es verdad?,neutro,0.585,sin categoría
"es como ver tiktok y redes sociales, que igual es una fuente de informacion de doble filo tienen algo en comun, no dejar tener al 100 el criterio o procesar mas como era antes de la llegada de las redes sociales y de la IA, las empresas tecnologicas quieren hacernos mas tontos, es como persona el como usa estas herramientas dia a a dia",negativo,-0.971,Razonamiento
Hasta en la palabra nos da lo que es artificial jejejej y sirve de alguna forma pero como dices hay que aprender a usarla,neutro,0.5,Aprendizaje
"Si pides el resultado con sus 18 decimales, en el colegio no eran tan exigentes",neutro,0.772,sin categoría
"Freddy sos un genio, usas las cosas buenas que salen la IA a tu favor y también las cosas malas. ¿Lo peor? es que la gente no se da cuenta de eso jaja mis respetos sos un doma normis",positivo,0.813,sin categoría
GPT + Tumb Scroll = La combinación ganadora,positivo,0.689,sin categoría
Abusar de la IA no importa que sea lo que tenga que ser.,neutro,0.784,sin categoría
"Al final todo se reduce a compren cursos, compren cursos  se vuelve tóxico !",negativo,-0.964,sin categoría
"Gracias fredi, ando bien pedo porque hay fiestas patronales en  mi pueblo, pero me encanta lo novedoso, exito, saludos. pd se me olvido la ortografia.    MX",positivo,0.94,Memoria
Un curso para utilizar bien al IA?,neutro,0.903,sin categoría
"como la calculadora en clase o la memorizacion basica de telefonos, pero asi el mundo siguio avanzando y la gente que no quizo actualizarse alli se quedo",neutro,0.632,sin categoría
"Le comenté del estudio y mi preocupación a ChatGPT y en parte me devolvió lo siguiente:
 Opinión (lobogris)
El estudio pinta un panorama preocupante: usar ChatGPT como atajo puede debilitar nuestra capacidad de pensar, memorizar, generar ideas.

Lo grave no es que te «vuelva tonto» al instante, sino que se genera una dependencia mental que afecta la actividad cerebral.

Eso no significa que la IA sea enemiga; el mismo estudio sugiere que, alternando cerebro con IA, se puede tener un uso equilibrado 

 Conclusión
Sí, el MIT encontró que usar ChatGPT para redactar ensayos reduce la actividad cerebral y la memoria, al compararlo con escribir solo con tu propia mente —y también se demuestra que el uso frecuente puede llevar a un debilitamiento cognitivo. Pero:

Son resultados preliminares (preprint), no definitivos.

La solución no es temerle a la IA, sino usarla con propósito y no como muleta constante.",negativo,-0.872,Memoria
"Yo lo resumo en: usa las computadoras (LLMs included) como bicicletas para la mente, nunca como muletas.  6:34",neutro,0.723,sin categoría
"ok Chatgpt, vi un video de que segun usarte arruina mi inteligencia, hazme una contestacion con argumentos validos refutando esta idea de tal forma que me vea inteligente.",negativo,-0.772,sin categoría
8:32 Qué es preciso? Yo Vi el segundo decimal y me aburrí,negativo,-0.546,sin categoría
"Ya he reducido mi uso de chatGPT, estoy usando mucho mas Gemini, es un golazo",positivo,0.916,sin categoría
"Con razón piensan así ahora entiendo todo, abusaron de la ia para solucionar sus problemas en su tiempo",negativo,-0.796,sin categoría
"Parce ese paper no está revisado por pares, sea responsable con lo que comparte.",neutro,0.689,sin categoría
"Yo digo que, a lo mejor, desde la  aparición de chatgpt, el man ya vende menos cursitos !!!",neutro,0.807,sin categoría
"Yo prefiero no usarlo chat gpt , ésto datos ya había escuchado en otro video de YouTube, conozco las consecuencias por eso limitó su uso .",negativo,-0.518,sin categoría
"Esto es terrible 
Ya con el azúcar y las redes sociales tenía suficiente",negativo,-0.976,sin categoría
yo uso chat gpt para buscar informacion y siempre le pido que me de el link de donde lo saco para ver y leer lo que hay.,neutro,0.933,sin categoría
"8:45
Creo que estoy leyendo más libros porque uso a chatgpt para que me recomiende libros xd",neutro,0.574,sin categoría
"Excelente reflexion Freddy !
Quisiera enlazar a esta charla que dio el negro Dolina alla por los 90, donde hablaba de una 'pastilla para aprender', que creo se parece mucho a la direccion que va tomando todo esto, y el esfuerzo que nos toca hacer para no caer en ese tipo de trampas. Cuantos paralelismos con lo que pasa hoy...
https://www.youtube.com/watch?v=5Tat-y3hPfw",neutro,0.55,Aprendizaje
Y Yo que pensaba que por mi edad estaba juzgando a los colegas que usan CGPT para toooodo y se me hace tan estúpido! Yo disfruto pensar y resolver situaciones usando mi hermoso cerebro ,negativo,-0.902,sin categoría
"La IA,es fabuloso le da respuesta a inquietudes que nadie le puede responder y las copias en un cuaderno para reflexionar y pensar  más...",positivo,0.92,Metacognición
Un momento. Redactar una solicitud a CHATGPT no es tan sencillo cuando se pide de manera muy especifica y hay que usar muchísimo el cerebro para hacerse entender. Tampoco me parece tan grave.,negativo,-0.625,Comprensión del lenguaje
No que tenemos que usar IA?,negativo,-0.624,sin categoría
Me pasa que me contradigo constantemente en las cosas que digo ,negativo,-0.923,sin categoría
Se me olvidó si olvido algunas cosas por usar AI,neutro,0.711,Memoria
 vamos a escribir ️,neutro,0.532,sin categoría
Lo pausé para preguntarle a ChatGPT qué debo responder agresivamente ,negativo,-0.537,sin categoría
"Dédame adivinar, al final Fredy  nos va a ofrecer un curso para dejar de usar Chat GPT... ",neutro,0.894,sin categoría
No debería se usar el criterio de freddy. Excepto para comprar platzi. ,neutro,0.527,Razonamiento
me flasheó el momento donde hablás de cómo la IA es como el azúcar mientras te relamás al costado de una gaseosa tamaño tanque... y después decís que la clave es el autocontrol. la ironía se escribe sola.,negativo,-0.77,sin categoría
"Tengo miedo, hice un trabajo de 5 días en 8 horas con IA y era 100% razonamiento ",negativo,-0.692,sin categoría
En chatgpt no quiero que me de soluciones quiero que me ayude a entender el problema y ahi naaaaa se pierde en un bucle,negativo,-0.819,Comprensión del lenguaje
Quiero que vean el otro lado. Soy un autista que gracias a chatgpt me ayuda a estructurar ideas que una persona normal pueda entender.,positivo,0.831,Función ejecutiva
"Hay dos caminos 
Pasivo y activo, busca que tu uso de AI sea activa",neutro,0.742,sin categoría
"La negacion es un problema...

Usen responsablemente todo...",negativo,-0.647,sin categoría
"La analogia de la azucar me encanto, le dio al clavo",positivo,0.864,sin categoría
Resuelvan problemas sin usar la IA. Todos los días dense un tiempo para alejarse de la tecnología y mediten solos. ,neutro,0.613,sin categoría
"1 view, 1 minuto, 1 like, platzi la está rompiendo",positivo,0.822,sin categoría
En cierto modo si!,neutro,0.609,sin categoría
4:30 FACTOOOOO,neutro,0.602,sin categoría
@grok resume esto,neutro,0.632,sin categoría
"8:45 
La misma cantidad... nunca termine un libro. I:v""",neutro,0.49,sin categoría
Debes reducir el uso de Chatgpt y usar más Platzi.. ,neutro,0.747,sin categoría
"Sinceramente estoy leyendo más, le pregunté a chatgpt una guía de libros satélite para leer con el mejor contexto la torre oscura de Stephen King y me tiene obsesionado.",positivo,0.814,sin categoría
"Pero al fin que, dejaron subir al canguro ? ",neutro,0.62,sin categoría
2:12 momento exacto donde Fredy se delata por usar chat gpt :v,neutro,0.516,sin categoría
"Y que, crees que vas a dejar de usarlo la gente",negativo,-0.519,sin categoría
7:45 jajaja,neutro,0.694,sin categoría
a mi me pasa lo contrario hombre.. me ha ayudado bastante a leer y comprender mas rapido xd,positivo,0.886,sin categoría
Igual cuando mandas a hacer tus trabajos,negativo,-0.546,sin categoría
