What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ?,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?,Does ChatGPT help improve critical thinking and problem-solving?,Has ChatGPT provided useful guidance on your career path or educational choices ?,How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
Jagannath University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jagannath University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,No,Uncertain,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Jagannath University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Jagannath University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Worried,Disagree,Yes,Yes
Jagannath University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,No,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Jagannath University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jagannath University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,No,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Jagannath University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Jagannath University,Postgraduate,Never,I am not sure how it affects teaching methods,Uncertain,No,No,No,No,Worried,Strongly agree,No,No
University Of Barishal,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,No,Worried,Agree,Yes,Yes
University Of Barishal,Undergraduate,Daily,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
University Of Barishal,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,No,Worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Bu,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,No,Somewhat worried,Strongly agree,Yes,Yes
University Of Barishal,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Barishal,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Maybe
University Of Barishal,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Barishal,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,No,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Worried,Agree,Occasionally,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Monthly,I am not sure how it affects teaching methods,Yes,Yes,No,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Islamic University,Postgraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Islamic University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Iu,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,No,Somewhat worried,Neither agree nor disagree,Yes,Yes
Islamic University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Iu,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Islamic University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Iu,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Not worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Uncertain,Somewhat worried,Strongly agree,Yes,Maybe
Islamic University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Maybe
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,No,Worried,Agree,Occasionally,Maybe
Islamic University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Islamic University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Occasionally,Maybe
Islamic University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Islamic University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,No,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
American International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
American International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
American International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Maybe
American International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
American International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
American International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
American International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Disagree,Yes,Yes
American International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
American International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
American International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Not worried,Agree,Occasionally,Maybe
American International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
American International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Maybe
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Sust,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,No,Worried,Disagree,Yes,Yes
Sust,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,No,Worried,Disagree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,No,Worried,Strongly agree,Yes,Yes
Sust,Postgraduate,Weekly,It has had no impact on teaching methods,Uncertain,Sometimes,Yes,Yes,No,Somewhat worried,Disagree,Occasionally,Maybe
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Sust,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Sust,Undergraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
Sust,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,Uncertain,Somewhat worried,Strongly agree,Occasionally,Yes
Sust,Postgraduate,Monthly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Sust,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Maybe
Sust,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,No,Yes,Not worried,Disagree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Sust,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,No
Sust,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Sust,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Sust,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
Bangladesh University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Maybe
Bangladesh University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Notre Dame University Bangladesh,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Maybe
Notre Dame University Bangladesh,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Notre Dame University Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Notre Dame University Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,No,Somewhat worried,Agree,Yes,Yes
Notre Dame University Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
World University Of Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
World University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Postgraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
World University Of Bangladesh,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
World University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Maybe
World University Of Bangladesh,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,No
World University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Not worried,Disagree,No,No
World University Of Bangladesh,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,No
World University Of Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
World University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
World University Of Bangladesh,Postgraduate,Daily,I am not sure how it affects teaching methods,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
World University Of Bangladesh,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
World University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
World University Of Bangladesh,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,No,Yes,Worried,Agree,Occasionally,Maybe
World University Of Bangladesh,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Disagree,Yes,Yes
World University Of Bangladesh,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
East Delta University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
East Delta University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
East Delta University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Maybe
East Delta University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
East Delta University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Disagree,Occasionally,Maybe
East Delta University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
East Delta University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Uncertain,Not worried,Disagree,No,Yes
East Delta University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,No
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Leading University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Disagree,Yes,Yes
Leading University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Sometimes,Yes,No,No,Somewhat worried,Strongly agree,Occasionally,Yes
Leading University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
Leading University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,No,No,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,No
